date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:19:38	34096/34096	---MCZ	200	added ('OK')	font/ttf	etag:W/%222cd8d991e82712f1a5c5de8ee869ca74%22	https://picoctf.org/webfonts/fa-regular-400.ttf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-regular-400.ttf	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:39	145255/145255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22190b0a81aba4077923a625483784d680%22	https://picoctf.org/webfonts/fa-regular-400.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-regular-400.svg	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:40	192122/192122	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a547e21eceadf53602caf057be9ad9fd%22	https://picoctf.org/webfonts/fa-solid-900.eot	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-solid-900.eot	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:41	192122/192122	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a547e21eceadf53602caf057be9ad9fd%22	https://picoctf.org/webfonts/fa-solid-900.eot?	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-solid-900d41d.eot	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:42	75356/75356	---M--	200	added ('OK')	font/woff2	etag:%222cd2be177470d5096992572176bbe76e%22	https://picoctf.org/webfonts/fa-solid-900.woff2	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-solid-900.woff2	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:43	98020/98020	---M--	200	added ('OK')	font/woff	etag:%22657a469469a2fc38a2901c68a3d56512%22	https://picoctf.org/webfonts/fa-solid-900.woff	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-solid-900.woff	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:44	191836/191836	---MCZ	200	added ('OK')	font/ttf	etag:W/%225ee32f5c8598e1a63ddf1aad4ffe54f4%22	https://picoctf.org/webfonts/fa-solid-900.ttf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-solid-900.ttf	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:45	844038/844038	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f4e2aa6a10b878a8db2ca3c5c916f30a%22	https://picoctf.org/webfonts/fa-solid-900.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-solid-900.svg	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:46	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/main824d.css	(from https://picoctf.org/get_started.html)
15:19:47	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.min824d.css	(from https://picoctf.org/get_started.html)
15:19:48	3190/3190	---MCZ	200	added ('OK')	text/css	etag:W/%22e7ee6adba607f0d0425605082e4bfcc5%22	https://picoctf.org/css/bs-stepper.min.css?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/bs-stepper.min824d.css	(from https://picoctf.org/get_started.html)
15:19:49	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.min824d.js	(from https://picoctf.org/get_started.html)
15:19:50	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.min824d.js	(from https://picoctf.org/get_started.html)
15:19:51	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbar824d.js	(from https://picoctf.org/get_started.html)
15:19:52	6183/6183	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d676e9c095767bac3a74e0ab17ca21f%22	https://picoctf.org/js/bs-stepper.min.js?1678295806	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bs-stepper.min824d.js	(from https://picoctf.org/get_started.html)
15:19:53	2401603/2401603	---MCZ	200	added ('OK')	application/pdf	etag:W/%22c25e6a0b7cd1e60f0f094998babcf743%22	https://picoctf.org/pdfs/PicoCTF_Brochure_4_2020.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/pdfs/PicoCTF_Brochure_4_2020.pdf	(from https://picoctf.org/get_started.html)
15:19:54	165889/165889	---MCZ	200	added ('OK')	application/pdf	etag:W/%227c52772b4819ccba6c1e3f4d26c13aef%22	https://picoctf.org/pdfs/student-flyer_v5_2021.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/pdfs/student-flyer_v5_2021.pdf	(from https://picoctf.org/get_started.html)
15:19:55	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1700246855	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/main3ec0.css	(from https://picoctf.org/resources.html)
15:19:56	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1700246855	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.min3ec0.css	(from https://picoctf.org/resources.html)
15:19:57	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1700246855	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.min3ec0.js	(from https://picoctf.org/resources.html)
15:19:58	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1700246855	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.min3ec0.js	(from https://picoctf.org/resources.html)
15:19:59	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1700246855	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbar3ec0.js	(from https://picoctf.org/resources.html)
15:20:00	92474/92474	---MCZ	200	added ('OK')	application/pdf	etag:W/%22c07176469d8c3d372e236ad10388a83d%22	https://picoctf.org/learning_guides/Book-1-General-Skills.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/learning_guides/Book-1-General-Skills.pdf	(from https://picoctf.org/resources.html)
15:20:00	679959/679959	---MCZ	200	added ('OK')	application/pdf	etag:W/%2217af281dfbb1f59c964d64c89ca675cb%22	https://picoctf.org/learning_guides/Book-2-Cryptography.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/learning_guides/Book-2-Cryptography.pdf	(from https://picoctf.org/resources.html)
15:20:01	87989/87989	---MCZ	200	added ('OK')	application/pdf	etag:W/%2271afff14f046c81fc7bbe8e86dd3824d%22	https://picoctf.org/learning_guides/Book-3-Web-Exploitation.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/learning_guides/Book-3-Web-Exploitation.pdf	(from https://picoctf.org/resources.html)
15:20:02	48659/48659	---MCZ	200	added ('OK')	application/pdf	etag:W/%22f7544d47967c073c0ee5cfe9d3890a91%22	https://picoctf.org/learning_guides/Book-4-Forensics.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/learning_guides/Book-4-Forensics.pdf	(from https://picoctf.org/resources.html)
15:20:03	57010/57010	---MCZ	200	added ('OK')	application/pdf	etag:W/%2267270f6f3d75abb50af9df4b6853e4b4%22	https://picoctf.org/learning_guides/Book-5-Binary-Exploitation.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/learning_guides/Book-5-Binary-Exploitation.pdf	(from https://picoctf.org/resources.html)
15:20:04	117736/117736	---MCZ	200	added ('OK')	application/pdf	etag:W/%22c20c6ad9163855b8eb6621cce51e796f%22	https://picoctf.org/learning_guides/Book-6-Reversing.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/learning_guides/Book-6-Reversing.pdf	(from https://picoctf.org/resources.html)
15:20:05	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1663614641	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/main9620.css	(from https://picoctf.org/community.html)
15:20:06	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1663614641	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.min9620.css	(from https://picoctf.org/community.html)
15:20:07	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1663614641	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.min9620.js	(from https://picoctf.org/community.html)
15:20:08	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1663614641	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.min9620.js	(from https://picoctf.org/community.html)
15:20:09	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1663614641	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbar9620.js	(from https://picoctf.org/community.html)
15:20:10	3157/3157	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f2fd1870d6a189610a5f3e0b1bd0be40%22	https://picoctf.org/img/icons/message.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/message.svg	(from https://picoctf.org/community.html)
15:20:11	42628/42628	---M--	200	added ('OK')	image/png	etag:%2260068387813df30e7a7c6892fd5eedbe%22	https://picoctf.org/img/icons/class.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/class.png	(from https://picoctf.org/community.html)
15:20:12	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1655143429	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/mainaae0.css	(from https://picoctf.org/competitions/past.html)
15:20:13	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1655143429	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.minaae0.css	(from https://picoctf.org/competitions/past.html)
15:20:14	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1655143429	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.minaae0.js	(from https://picoctf.org/competitions/past.html)
15:20:15	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1655143429	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.minaae0.js	(from https://picoctf.org/competitions/past.html)
15:20:16	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1655143429	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbaraae0.js	(from https://picoctf.org/competitions/past.html)
15:20:17	32452/32452	---M--	200	added ('OK')	image/jpeg	etag:%22022b125a07a7ac13a15c7fc6d7e3f62a%22	https://picoctf.org/img/photos/pico19-game.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/pico19-game.jpg	(from https://picoctf.org/competitions/past.html)
15:20:18	38725/38725	---M--	200	added ('OK')	image/jpeg	etag:%2262297238c5e3bcba49d976006d00da7f%22	https://picoctf.org/img/photos/pico18-game.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/pico18-game.jpg	(from https://picoctf.org/competitions/past.html)
15:20:19	224589/224589	---MCZ	200	added ('OK')	text/csv	etag:W/%225b303eb414b8b4a1b12cf26a33073139%22	https://picoctf.org/data/scoreboard_us_2019-10-11-1200.csv	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/data/scoreboard_us_2019-10-11-1200.csv	(from https://picoctf.org/competitions/past.html)
15:20:20	32759/32759	---MCZ	200	added ('OK')	text/csv	etag:W/%223563c550dd2e147d2c86721e74098661%22	https://picoctf.org/data/scoreboard_ca_2019-10-11-1200.csv	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/data/scoreboard_ca_2019-10-11-1200.csv	(from https://picoctf.org/competitions/past.html)
15:20:21	650496/650496	---MCZ	200	added ('OK')	text/csv	etag:W/%22e18173752148a1e08a5fc72bd2946c2f%22	https://picoctf.org/data/scoreboard_global_2019-10-11-1200.csv	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/data/scoreboard_global_2019-10-11-1200.csv	(from https://picoctf.org/competitions/past.html)
15:20:22	163640/163640	---MCZ	200	added ('OK')	text/csv	etag:W/%220f21ee7301d68037cca9b1ddc1d11c24%22	https://picoctf.org/data/scoreboard_us_2018-10-12-1200.csv	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/data/scoreboard_us_2018-10-12-1200.csv	(from https://picoctf.org/competitions/past.html)
15:20:23	30857/30857	---MCZ	200	added ('OK')	text/csv	etag:W/%222d5812b4150fc68989314f969339c667%22	https://picoctf.org/data/scoreboard_ca_2018-10-12-1200.csv	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/data/scoreboard_ca_2018-10-12-1200.csv	(from https://picoctf.org/competitions/past.html)
15:20:24	446527/446527	---MCZ	200	added ('OK')	text/csv	etag:W/%2205770d3d97825bd6450edb7178aec493%22	https://picoctf.org/data/scoreboard_global_2018-10-12-1200.csv	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/data/scoreboard_global_2018-10-12-1200.csv	(from https://picoctf.org/competitions/past.html)
15:20:25	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1696960887	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/main55bf.css	(from https://picoctf.org/about.html)
15:20:25	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1696960887	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.min55bf.css	(from https://picoctf.org/about.html)
15:20:26	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1696960887	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.min55bf.js	(from https://picoctf.org/about.html)
15:20:27	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1696960887	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.min55bf.js	(from https://picoctf.org/about.html)
15:20:28	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1696960887	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbar55bf.js	(from https://picoctf.org/about.html)
15:20:29	2304/2304	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22115f4e40ae000b437c9d81634969f45d%22	https://picoctf.org/img/logos/pico-mark.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/pico-mark.svg	(from https://picoctf.org/about.html)
15:20:30	128448/128448	---M--	200	added ('OK')	image/png	etag:%222ea54d1f7219165dd26887ae792a46b3%22	https://picoctf.org/img/category-diagram.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/category-diagram.png	(from https://picoctf.org/about.html)
15:20:31	81608/81608	---MCZ	200	added ('OK')	text/javascript	etag:W/%2295805cd377c1222a2493a9705ca4c7a8%22	https://picoctf.org/js/embed-ui.min.js	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/embed-ui.min.js	(from https://picoctf.org/about.html)
15:20:32	113847/113847	---M--	200	added ('OK')	image/jpeg	etag:%228328028eee43352195d2054e09144bc6%22	https://picoctf.org/img/photos/timeline.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/timeline.jpg	(from https://picoctf.org/about.html)
15:20:33	12316/12316	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e7449bf394946c203f6992a7387f8a34%22	https://picoctf.org/research	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/research	(from https://picoctf.org/about.html)
15:20:34	23523/23523	---MCZ	200	added ('OK')	text/html	etag:W/%2247fb62ce4081e5d747da784108e04e52%22	https://picoctf.org/research.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/research-2.html	(from https://picoctf.org/about.html)
15:20:35	39597/39597	---M--	200	added ('OK')	image/jpeg	etag:%22112540321114c7370be63f6198dab9f1%22	https://picoctf.org/img/people/mkearns.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/mkearns.jpg	(from https://picoctf.org/about.html)
15:20:36	46893/46893	---M--	200	added ('OK')	image/jpeg	etag:%2209b7072a4960d745249ab23e5ed77c3c%22	https://picoctf.org/img/people/ivan-liang.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/ivan-liang.jpg	(from https://picoctf.org/about.html)
15:20:37	44194/44194	---M--	200	added ('OK')	image/jpeg	etag:%226bc64c65544199d21a16962df05fe57c%22	https://picoctf.org/img/people/luke-jones.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/luke-jones.jpg	(from https://picoctf.org/about.html)
15:20:38	34395/34395	---M--	200	added ('OK')	image/jpeg	etag:%22035b83ac0389d6ab9b21b5c17f454eda%22	https://picoctf.org/img/people/dustin-martin.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/dustin-martin.jpg	(from https://picoctf.org/about.html)
15:20:39	48347/48347	---M--	200	added ('OK')	image/jpeg	etag:%22f55203a70d246afb6acdd09a4cfce1b2%22	https://picoctf.org/img/people/cranor.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/cranor.jpg	(from https://picoctf.org/about.html)
15:20:40	29010/29010	---M--	200	added ('OK')	image/jpeg	etag:%22165877aba187589a6c66e387440628b3%22	https://picoctf.org/img/people/dbrumley.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/dbrumley.jpg	(from https://picoctf.org/about.html)
15:20:41	30399/30399	---M--	200	added ('OK')	image/jpeg	etag:%2231cd26b195ee927ac0324dfe5562e916%22	https://picoctf.org/img/people/hhibshi.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/hhibshi.jpg	(from https://picoctf.org/about.html)
15:20:42	16496/16496	---M--	200	added ('OK')	image/jpeg	etag:%2279988bcfe3f7a30b43d21ce23a731c18%22	https://picoctf.org/img/people/mwoo.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/mwoo.jpg	(from https://picoctf.org/about.html)
15:20:43	24404/24404	---M--	200	added ('OK')	image/jpeg	etag:%22a550434db3120345664315f224aff50d%22	https://picoctf.org/img/people/scott-stevens.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/scott-stevens.jpg	(from https://picoctf.org/about.html)
15:20:44	22169/22169	---M--	200	added ('OK')	image/jpeg	etag:%22b6cdb810facc74502dabeb2b7ca897d0%22	https://picoctf.org/img/people/tina-lian.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/tina-lian.jpg	(from https://picoctf.org/about.html)
15:20:45	16042/16042	---M--	200	added ('OK')	image/jpeg	etag:%225767633e2a863ad76d471173c4ea5ac7%22	https://picoctf.org/img/people/jacky-sun.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/jacky-sun.jpg	(from https://picoctf.org/about.html)
15:20:46	8748/8748	---M--	200	added ('OK')	image/jpeg	etag:%225a99312133c0cb7bc899e8aca3dcaf11%22	https://picoctf.org/img/people/sion-chen.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/sion-chen.jpg	(from https://picoctf.org/about.html)
15:20:47	18337/18337	---M--	200	added ('OK')	image/jpeg	etag:%222bffa5a42c65736d743ea4034008fc78%22	https://picoctf.org/img/people/snow-ye.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/snow-ye.jpg	(from https://picoctf.org/about.html)
15:20:48	14942/14942	---M--	200	added ('OK')	image/jpeg	etag:%2244ecc2efbbac1f411dff0e5362eeef09%22	https://picoctf.org/img/people/jerry-xie.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/jerry-xie.jpg	(from https://picoctf.org/about.html)
15:20:49	41147/41147	---M--	200	added ('OK')	image/jpeg	etag:%22dee61bb323f9f0562a7c960b1d9a2c58%22	https://picoctf.org/img/people/rnoone.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/rnoone.jpg	(from https://picoctf.org/about.html)
15:20:50	16654/16654	---M--	200	added ('OK')	image/jpeg	etag:%2293bdbd25bd8b3738c7134b14b0ab29bd%22	https://picoctf.org/img/people/mlisanti.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/mlisanti.jpg	(from https://picoctf.org/about.html)
15:20:51	22677/22677	---M--	200	added ('OK')	image/jpeg	etag:%2216ba60beff172cad773f42febc786725%22	https://picoctf.org/img/people/rgent.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/rgent.jpg	(from https://picoctf.org/about.html)
